passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,427.0,DTLA,LAX
1,578.0,DTLA,LAX
2,1892.0,DTLA,LAX
3,4499.0,DTLA,LAX
4,6524.0,DTLA,LAX
5,7060.0,DTLA,LAX
6,7681.0,DTLA,LAX
7,9749.0,DTLA,LAX
8,10376.0,DTLA,LAX
9,10611.0,DTLA,LAX
10,11219.0,DTLA,LAX
11,11580.0,DTLA,LAX
12,11695.0,DTLA,LAX
13,12031.0,DTLA,LAX
14,12106.0,DTLA,LAX
15,12356.0,DTLA,LAX
16,12418.0,DTLA,LAX
17,12461.0,DTLA,LAX
18,12804.0,DTLA,LAX
19,12881.0,DTLA,LAX
20,12983.0,DTLA,LAX
21,13056.0,DTLA,LAX
22,13175.0,DTLA,LAX
23,13287.0,DTLA,LAX
24,13489.0,DTLA,LAX
25,13676.0,DTLA,LAX
26,13703.0,DTLA,LAX
27,13930.0,DTLA,LAX
28,14027.0,DTLA,LAX
29,14321.0,DTLA,LAX
30,14372.0,DTLA,LAX
31,14387.0,DTLA,LAX
32,14454.0,DTLA,LAX
33,14489.0,DTLA,LAX
34,14644.0,DTLA,LAX
35,14763.0,DTLA,LAX
36,14814.0,DTLA,LAX
37,14882.0,DTLA,LAX
38,14917.0,DTLA,LAX
39,14973.0,DTLA,LAX
40,15209.0,DTLA,LAX
41,15521.0,DTLA,LAX
42,15528.0,DTLA,LAX
43,15869.0,DTLA,LAX
44,15972.0,DTLA,LAX
45,16148.0,DTLA,LAX
46,16185.0,DTLA,LAX
47,16250.0,DTLA,LAX
48,16259.0,DTLA,LAX
49,16386.0,DTLA,LAX
50,16409.0,DTLA,LAX
51,16427.0,DTLA,LAX
52,16512.0,DTLA,LAX
53,16521.0,DTLA,LAX
54,16564.0,DTLA,LAX
55,16674.0,DTLA,LAX
56,16758.0,DTLA,LAX
57,16773.0,DTLA,LAX
58,16976.0,DTLA,LAX
59,16995.0,DTLA,LAX
60,17076.0,DTLA,LAX
61,17111.0,DTLA,LAX
62,17208.0,DTLA,LAX
63,17828.0,DTLA,LAX
64,17829.0,DTLA,LAX
65,17891.0,DTLA,LAX
66,17964.0,DTLA,LAX
67,17969.0,DTLA,LAX
68,17988.0,DTLA,LAX
69,18186.0,DTLA,LAX
70,18244.0,DTLA,LAX
71,18256.0,DTLA,LAX
72,18266.0,DTLA,LAX
73,18309.0,DTLA,LAX
74,18357.0,DTLA,LAX
75,18455.0,DTLA,LAX
76,18594.0,DTLA,LAX
77,18766.0,DTLA,LAX
78,18801.0,DTLA,LAX
79,18998.0,DTLA,LAX
80,19064.0,DTLA,LAX
81,19292.0,DTLA,LAX
82,19333.0,DTLA,LAX
83,19486.0,DTLA,LAX
84,19517.0,DTLA,LAX
85,19713.0,DTLA,LAX
86,19765.0,DTLA,LAX
87,19917.0,DTLA,LAX
88,19973.0,DTLA,LAX
89,20029.0,DTLA,LAX
90,20036.0,DTLA,LAX
91,20106.0,DTLA,LAX
92,20297.0,DTLA,LAX
93,20300.0,DTLA,LAX
94,20324.0,DTLA,LAX
95,20403.0,DTLA,LAX
96,20417.0,DTLA,LAX
97,20499.0,DTLA,LAX
98,20539.0,DTLA,LAX
99,20558.0,DTLA,LAX
100,20574.0,DTLA,LAX
101,20601.0,DTLA,LAX
102,20677.0,DTLA,LAX
103,20701.0,DTLA,LAX
104,20917.0,DTLA,LAX
105,20952.0,DTLA,LAX
106,20970.0,DTLA,LAX
107,21044.0,DTLA,LAX
108,21049.0,DTLA,LAX
109,21108.0,DTLA,LAX
110,21178.0,DTLA,LAX
111,21340.0,DTLA,LAX
112,21375.0,DTLA,LAX
113,21390.0,DTLA,LAX
114,21565.0,DTLA,LAX
115,21592.0,DTLA,LAX
116,21593.0,DTLA,LAX
117,21643.0,DTLA,LAX
118,21700.0,DTLA,LAX
119,21707.0,DTLA,LAX
120,21781.0,DTLA,LAX
121,21796.0,DTLA,LAX
122,21809.0,DTLA,LAX
123,21832.0,DTLA,LAX
124,21839.0,DTLA,LAX
125,21959.0,DTLA,LAX
126,22012.0,DTLA,LAX
127,22013.0,DTLA,LAX
128,22079.0,DTLA,LAX
129,22104.0,DTLA,LAX
130,22115.0,DTLA,LAX
131,22135.0,DTLA,LAX
132,22386.0,DTLA,LAX
133,22495.0,DTLA,LAX
134,22606.0,DTLA,LAX
135,22622.0,DTLA,LAX
136,22805.0,DTLA,LAX
137,22809.0,DTLA,LAX
138,22874.0,DTLA,LAX
139,22930.0,DTLA,LAX
140,22948.0,DTLA,LAX
141,23045.0,DTLA,LAX
142,23170.0,DTLA,LAX
143,23265.0,DTLA,LAX
144,23349.0,DTLA,LAX
145,23364.0,DTLA,LAX
146,23379.0,DTLA,LAX
147,23425.0,DTLA,LAX
148,23431.0,DTLA,LAX
149,23557.0,DTLA,LAX
150,23575.0,DTLA,LAX
151,23620.0,DTLA,LAX
152,23769.0,DTLA,LAX
153,23774.0,DTLA,LAX
154,23902.0,DTLA,LAX
155,24034.0,DTLA,LAX
156,24052.0,DTLA,LAX
157,24223.0,DTLA,LAX
158,24257.0,DTLA,LAX
159,24335.0,DTLA,LAX
160,24361.0,DTLA,LAX
161,24409.0,DTLA,LAX
162,24480.0,DTLA,LAX
163,24644.0,DTLA,LAX
164,24675.0,DTLA,LAX
165,24750.0,DTLA,LAX
166,24789.0,DTLA,LAX
167,24910.0,DTLA,LAX
168,24919.0,DTLA,LAX
169,24944.0,DTLA,LAX
170,25007.0,DTLA,LAX
171,25012.0,DTLA,LAX
172,25015.0,DTLA,LAX
173,25029.0,DTLA,LAX
174,25039.0,DTLA,LAX
175,25168.0,DTLA,LAX
176,25839.0,DTLA,LAX
177,25993.0,DTLA,LAX
178,26020.0,DTLA,LAX
179,26094.0,DTLA,LAX
180,26136.0,DTLA,LAX
181,26165.0,DTLA,LAX
182,26226.0,DTLA,LAX
183,26868.0,DTLA,LAX
184,27052.0,DTLA,LAX
185,27063.0,DTLA,LAX
186,27100.0,DTLA,LAX
187,27280.0,DTLA,LAX
188,27335.0,DTLA,LAX
189,27417.0,DTLA,LAX
190,27466.0,DTLA,LAX
191,27505.0,DTLA,LAX
192,27538.0,DTLA,LAX
193,27628.0,DTLA,LAX
194,27689.0,DTLA,LAX
195,27710.0,DTLA,LAX
196,27740.0,DTLA,LAX
197,27856.0,DTLA,LAX
198,27943.0,DTLA,LAX
199,28020.0,DTLA,LAX
200,28131.0,DTLA,LAX
201,28160.0,DTLA,LAX
202,28197.0,DTLA,LAX
203,28209.0,DTLA,LAX
204,28253.0,DTLA,LAX
205,28324.0,DTLA,LAX
206,28337.0,DTLA,LAX
207,28341.0,DTLA,LAX
208,28361.0,DTLA,LAX
209,28362.0,DTLA,LAX
210,28474.0,DTLA,LAX
211,28674.0,DTLA,LAX
212,28725.0,DTLA,LAX
213,28882.0,DTLA,LAX
214,28921.0,DTLA,LAX
215,28929.0,DTLA,LAX
216,29044.0,DTLA,LAX
217,29101.0,DTLA,LAX
218,29109.0,DTLA,LAX
219,29131.0,DTLA,LAX
220,29138.0,DTLA,LAX
221,29262.0,DTLA,LAX
222,29262.0,DTLA,LAX
223,29460.0,DTLA,LAX
224,29507.0,DTLA,LAX
225,29518.0,DTLA,LAX
226,29565.0,DTLA,LAX
227,29629.0,DTLA,LAX
228,29666.0,DTLA,LAX
229,29682.0,DTLA,LAX
230,29722.0,DTLA,LAX
231,29739.0,DTLA,LAX
232,29808.0,DTLA,LAX
233,30171.0,DTLA,LAX
234,30173.0,DTLA,LAX
235,30291.0,DTLA,LAX
236,30358.0,DTLA,LAX
237,30395.0,DTLA,LAX
238,30666.0,DTLA,LAX
239,30667.0,DTLA,LAX
240,30796.0,DTLA,LAX
241,30875.0,DTLA,LAX
242,30924.0,DTLA,LAX
243,31023.0,DTLA,LAX
244,31060.0,DTLA,LAX
245,31169.0,DTLA,LAX
246,31235.0,DTLA,LAX
247,31244.0,DTLA,LAX
248,31334.0,DTLA,LAX
249,31423.0,DTLA,LAX
250,31433.0,DTLA,LAX
251,31653.0,DTLA,LAX
252,31969.0,DTLA,LAX
253,31969.0,DTLA,LAX
