passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,8538.0,DTLA,LAX
1,8856.0,DTLA,LAX
2,9522.0,DTLA,LAX
3,10232.0,DTLA,LAX
4,10446.0,DTLA,LAX
5,10717.0,DTLA,LAX
6,10785.0,DTLA,LAX
7,11122.0,DTLA,LAX
8,11155.0,DTLA,LAX
9,11359.0,DTLA,LAX
10,11536.0,DTLA,LAX
11,12363.0,DTLA,LAX
12,12622.0,DTLA,LAX
13,12822.0,DTLA,LAX
14,12902.0,DTLA,LAX
15,13091.0,DTLA,LAX
16,13113.0,DTLA,LAX
17,13174.0,DTLA,LAX
18,13337.0,DTLA,LAX
19,13731.0,DTLA,LAX
20,13757.0,DTLA,LAX
21,13950.0,DTLA,LAX
22,14084.0,DTLA,LAX
23,14101.0,DTLA,LAX
24,14203.0,DTLA,LAX
25,14227.0,DTLA,LAX
26,14661.0,DTLA,LAX
27,14809.0,DTLA,LAX
28,14861.0,DTLA,LAX
29,14861.0,DTLA,LAX
30,14882.0,DTLA,LAX
31,14912.0,DTLA,LAX
32,15043.0,DTLA,LAX
33,15102.0,DTLA,LAX
34,15198.0,DTLA,LAX
35,15203.0,DTLA,LAX
36,15374.0,DTLA,LAX
37,15389.0,DTLA,LAX
38,15453.0,DTLA,LAX
39,15467.0,DTLA,LAX
40,15526.0,DTLA,LAX
41,15685.0,DTLA,LAX
42,15773.0,DTLA,LAX
43,15806.0,DTLA,LAX
44,15929.0,DTLA,LAX
45,16121.0,DTLA,LAX
46,16224.0,DTLA,LAX
47,16260.0,DTLA,LAX
48,16284.0,DTLA,LAX
49,16412.0,DTLA,LAX
50,16498.0,DTLA,LAX
51,16563.0,DTLA,LAX
52,16676.0,DTLA,LAX
53,16739.0,DTLA,LAX
54,16787.0,DTLA,LAX
55,16813.0,DTLA,LAX
56,16948.0,DTLA,LAX
57,17004.0,DTLA,LAX
58,17007.0,DTLA,LAX
59,17029.0,DTLA,LAX
60,17175.0,DTLA,LAX
61,17387.0,DTLA,LAX
62,17426.0,DTLA,LAX
63,17450.0,DTLA,LAX
64,17463.0,DTLA,LAX
65,17800.0,DTLA,LAX
66,17900.0,DTLA,LAX
67,17942.0,DTLA,LAX
68,17950.0,DTLA,LAX
69,18000.0,DTLA,LAX
70,18016.0,DTLA,LAX
71,18104.0,DTLA,LAX
72,18215.0,DTLA,LAX
73,18225.0,DTLA,LAX
74,18363.0,DTLA,LAX
75,18407.0,DTLA,LAX
