passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,8926.0,DTLA,LAX
1,9771.0,DTLA,LAX
2,10718.0,DTLA,LAX
3,10878.0,DTLA,LAX
4,10995.0,DTLA,LAX
5,11148.0,DTLA,LAX
6,11287.0,DTLA,LAX
7,12036.0,DTLA,LAX
8,12991.0,DTLA,LAX
9,13386.0,DTLA,LAX
10,13463.0,DTLA,LAX
11,13687.0,DTLA,LAX
12,13782.0,DTLA,LAX
13,13890.0,DTLA,LAX
14,13893.0,DTLA,LAX
15,14348.0,DTLA,LAX
16,14668.0,DTLA,LAX
17,14942.0,DTLA,LAX
18,15402.0,DTLA,LAX
19,15456.0,DTLA,LAX
20,15629.0,DTLA,LAX
21,15758.0,DTLA,LAX
22,15789.0,DTLA,LAX
23,15833.0,DTLA,LAX
24,16276.0,DTLA,LAX
25,16548.0,DTLA,LAX
26,16709.0,DTLA,LAX
27,16913.0,DTLA,LAX
28,17016.0,DTLA,LAX
29,17294.0,DTLA,LAX
30,17380.0,DTLA,LAX
31,17480.0,DTLA,LAX
32,17568.0,DTLA,LAX
33,17619.0,DTLA,LAX
34,17623.0,DTLA,LAX
35,17742.0,DTLA,LAX
36,17836.0,DTLA,LAX
37,18168.0,DTLA,LAX
38,18180.0,DTLA,LAX
39,18340.0,DTLA,LAX
40,18449.0,DTLA,LAX
41,18456.0,DTLA,LAX
42,18563.0,DTLA,LAX
43,18826.0,DTLA,LAX
44,18839.0,DTLA,LAX
45,19135.0,DTLA,LAX
46,19188.0,DTLA,LAX
47,19252.0,DTLA,LAX
48,19546.0,DTLA,LAX
49,19941.0,DTLA,LAX
50,19988.0,DTLA,LAX
51,20195.0,DTLA,LAX
52,20337.0,DTLA,LAX
53,20462.0,DTLA,LAX
54,20506.0,DTLA,LAX
55,20535.0,DTLA,LAX
56,20570.0,DTLA,LAX
57,20619.0,DTLA,LAX
58,20758.0,DTLA,LAX
59,21063.0,DTLA,LAX
60,21086.0,DTLA,LAX
61,21123.0,DTLA,LAX
62,21159.0,DTLA,LAX
63,21252.0,DTLA,LAX
64,21386.0,DTLA,LAX
65,21533.0,DTLA,LAX
66,21567.0,DTLA,LAX
67,21671.0,DTLA,LAX
68,21712.0,DTLA,LAX
69,21742.0,DTLA,LAX
70,21807.0,DTLA,LAX
71,21928.0,DTLA,LAX
72,21935.0,DTLA,LAX
73,21982.0,DTLA,LAX
74,21982.0,DTLA,LAX
75,22035.0,DTLA,LAX
76,22284.0,DTLA,LAX
77,22385.0,DTLA,LAX
78,22442.0,DTLA,LAX
79,22477.0,DTLA,LAX
80,22497.0,DTLA,LAX
81,22604.0,DTLA,LAX
82,22624.0,DTLA,LAX
83,22626.0,DTLA,LAX
84,22814.0,DTLA,LAX
85,22864.0,DTLA,LAX
86,22890.0,DTLA,LAX
87,23003.0,DTLA,LAX
88,23071.0,DTLA,LAX
89,23131.0,DTLA,LAX
90,23150.0,DTLA,LAX
91,23301.0,DTLA,LAX
92,23373.0,DTLA,LAX
93,23384.0,DTLA,LAX
94,23552.0,DTLA,LAX
95,23645.0,DTLA,LAX
96,23670.0,DTLA,LAX
97,23700.0,DTLA,LAX
98,23707.0,DTLA,LAX
99,23881.0,DTLA,LAX
100,23889.0,DTLA,LAX
101,24032.0,DTLA,LAX
102,24165.0,DTLA,LAX
103,24297.0,DTLA,LAX
104,24301.0,DTLA,LAX
105,24397.0,DTLA,LAX
106,24595.0,DTLA,LAX
107,24808.0,DTLA,LAX
108,24856.0,DTLA,LAX
109,24878.0,DTLA,LAX
110,24906.0,DTLA,LAX
111,24928.0,DTLA,LAX
112,24935.0,DTLA,LAX
113,25330.0,DTLA,LAX
114,25350.0,DTLA,LAX
115,25367.0,DTLA,LAX
116,25391.0,DTLA,LAX
117,25422.0,DTLA,LAX
118,25493.0,DTLA,LAX
119,25498.0,DTLA,LAX
120,25569.0,DTLA,LAX
121,25616.0,DTLA,LAX
122,25715.0,DTLA,LAX
123,25749.0,DTLA,LAX
124,25884.0,DTLA,LAX
125,25990.0,DTLA,LAX
126,25995.0,DTLA,LAX
127,26020.0,DTLA,LAX
128,26275.0,DTLA,LAX
129,26278.0,DTLA,LAX
130,26468.0,DTLA,LAX
131,26822.0,DTLA,LAX
132,26867.0,DTLA,LAX
133,26870.0,DTLA,LAX
134,26997.0,DTLA,LAX
135,27036.0,DTLA,LAX
136,27046.0,DTLA,LAX
137,27102.0,DTLA,LAX
138,27208.0,DTLA,LAX
139,27251.0,DTLA,LAX
140,27471.0,DTLA,LAX
141,27518.0,DTLA,LAX
142,27652.0,DTLA,LAX
143,27709.0,DTLA,LAX
144,27780.0,DTLA,LAX
145,27862.0,DTLA,LAX
146,27975.0,DTLA,LAX
147,27981.0,DTLA,LAX
148,28087.0,DTLA,LAX
149,28147.0,DTLA,LAX
150,28205.0,DTLA,LAX
151,28268.0,DTLA,LAX
152,28334.0,DTLA,LAX
153,28366.0,DTLA,LAX
