passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,207.0,ANH,LAX
1,215.0,ANH,LAX
2,218.0,HWD,LAX
3,235.0,ANH,LAX
4,284.0,LGB,LAX
5,497.0,ANH,LAX
6,560.0,LGB,LAX
7,926.0,DTLA,LAX
8,1090.0,LGB,LAX
9,1115.0,HWD,LAX
10,1367.0,DTLA,LAX
11,2775.0,ANH,LAX
12,3112.0,DTLA,LAX
13,3407.0,DTLA,LAX
14,4276.0,DTLA,LAX
15,5793.0,DTLA,LAX
16,6566.0,ANH,LAX
17,7100.0,LGB,LAX
18,7534.0,DTLA,LAX
19,7885.0,ANH,LAX
20,7978.0,ANH,LAX
21,8360.0,HWD,LAX
22,9065.0,HWD,LAX
23,9211.0,ANH,LAX
24,9452.0,DTLA,LAX
25,9486.0,DTLA,LAX
26,9494.0,HWD,LAX
27,9584.0,HWD,LAX
28,9692.0,ANH,LAX
29,9750.0,HWD,LAX
30,9782.0,HWD,LAX
31,9989.0,ANH,LAX
32,10209.0,ANH,LAX
33,10237.0,DTLA,LAX
34,10306.0,HWD,LAX
35,10370.0,LGB,LAX
36,10400.0,HWD,LAX
37,10569.0,HWD,LAX
38,10570.0,HWD,LAX
39,10615.0,DTLA,LAX
40,10685.0,DTLA,LAX
41,10737.0,DTLA,LAX
42,10756.0,DTLA,LAX
43,10764.0,HWD,LAX
44,10805.0,HWD,LAX
45,11103.0,DTLA,LAX
46,11273.0,HWD,LAX
47,11281.0,ANH,LAX
48,11295.0,ANH,LAX
49,11364.0,LGB,LAX
50,11647.0,ANH,LAX
51,11669.0,LGB,LAX
52,11692.0,HWD,LAX
53,11760.0,DTLA,LAX
54,11766.0,ANH,LAX
55,11797.0,DTLA,LAX
56,11807.0,LGB,LAX
57,11821.0,HWD,LAX
58,11915.0,DTLA,LAX
59,11922.0,ANH,LAX
60,11925.0,ANH,LAX
61,11930.0,ANH,LAX
62,11969.0,DTLA,LAX
63,11995.0,HWD,LAX
64,12006.0,HWD,LAX
65,12140.0,LGB,LAX
66,12155.0,HWD,LAX
67,12169.0,DTLA,LAX
68,12196.0,ANH,LAX
69,12205.0,HWD,LAX
70,12206.0,DTLA,LAX
71,12236.0,ANH,LAX
72,12264.0,LGB,LAX
73,12291.0,HWD,LAX
74,12298.0,ANH,LAX
75,12321.0,HWD,LAX
76,12498.0,LGB,LAX
77,12498.0,ANH,LAX
78,12504.0,DTLA,LAX
79,12533.0,DTLA,LAX
80,12537.0,ANH,LAX
