passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,3273.0,DTLA,LAX
1,8799.0,DTLA,LAX
2,9368.0,DTLA,LAX
3,9907.0,DTLA,LAX
4,9927.0,DTLA,LAX
5,10037.0,DTLA,LAX
6,10799.0,DTLA,LAX
7,10961.0,DTLA,LAX
8,11107.0,DTLA,LAX
9,11111.0,DTLA,LAX
10,11397.0,DTLA,LAX
11,11572.0,DTLA,LAX
12,11826.0,DTLA,LAX
13,12122.0,DTLA,LAX
14,12218.0,DTLA,LAX
15,12245.0,DTLA,LAX
16,12278.0,DTLA,LAX
17,12364.0,DTLA,LAX
18,12494.0,DTLA,LAX
19,12909.0,DTLA,LAX
20,13082.0,DTLA,LAX
21,13109.0,DTLA,LAX
22,13132.0,DTLA,LAX
23,13625.0,DTLA,LAX
24,13677.0,DTLA,LAX
25,13813.0,DTLA,LAX
26,13958.0,DTLA,LAX
27,14016.0,DTLA,LAX
28,14020.0,DTLA,LAX
29,14122.0,DTLA,LAX
30,14205.0,DTLA,LAX
31,14468.0,DTLA,LAX
32,14692.0,DTLA,LAX
33,14773.0,DTLA,LAX
34,14830.0,DTLA,LAX
35,15086.0,DTLA,LAX
36,15385.0,DTLA,LAX
37,15498.0,DTLA,LAX
38,15536.0,DTLA,LAX
39,15711.0,DTLA,LAX
40,15767.0,DTLA,LAX
41,15928.0,DTLA,LAX
42,15948.0,DTLA,LAX
43,16096.0,DTLA,LAX
44,16258.0,DTLA,LAX
45,16292.0,DTLA,LAX
46,16442.0,DTLA,LAX
47,16482.0,DTLA,LAX
48,16691.0,DTLA,LAX
49,16797.0,DTLA,LAX
50,16906.0,DTLA,LAX
51,17064.0,DTLA,LAX
52,17378.0,DTLA,LAX
53,17459.0,DTLA,LAX
54,17585.0,DTLA,LAX
55,17637.0,DTLA,LAX
56,17688.0,DTLA,LAX
57,17694.0,DTLA,LAX
58,17831.0,DTLA,LAX
59,17846.0,DTLA,LAX
60,17946.0,DTLA,LAX
61,18088.0,DTLA,LAX
62,18307.0,DTLA,LAX
63,18342.0,DTLA,LAX
64,18471.0,DTLA,LAX
65,18525.0,DTLA,LAX
66,18548.0,DTLA,LAX
67,18653.0,DTLA,LAX
68,18664.0,DTLA,LAX
69,18665.0,DTLA,LAX
70,18758.0,DTLA,LAX
71,18799.0,DTLA,LAX
72,18841.0,DTLA,LAX
73,18871.0,DTLA,LAX
74,18940.0,DTLA,LAX
75,18997.0,DTLA,LAX
76,19105.0,DTLA,LAX
77,19138.0,DTLA,LAX
78,19218.0,DTLA,LAX
79,19269.0,DTLA,LAX
80,19351.0,DTLA,LAX
81,19448.0,DTLA,LAX
82,19875.0,DTLA,LAX
83,19884.0,DTLA,LAX
84,19911.0,DTLA,LAX
85,19947.0,DTLA,LAX
86,19947.0,DTLA,LAX
87,20049.0,DTLA,LAX
88,20084.0,DTLA,LAX
89,20304.0,DTLA,LAX
90,20315.0,DTLA,LAX
91,20585.0,DTLA,LAX
92,20585.0,DTLA,LAX
93,20620.0,DTLA,LAX
94,20665.0,DTLA,LAX
95,20914.0,DTLA,LAX
96,20932.0,DTLA,LAX
97,21021.0,DTLA,LAX
98,21067.0,DTLA,LAX
99,21102.0,DTLA,LAX
100,21196.0,DTLA,LAX
101,21278.0,DTLA,LAX
102,21316.0,DTLA,LAX
103,21421.0,DTLA,LAX
104,21458.0,DTLA,LAX
105,21566.0,DTLA,LAX
106,21734.0,DTLA,LAX
107,21758.0,DTLA,LAX
108,21811.0,DTLA,LAX
109,21897.0,DTLA,LAX
110,21998.0,DTLA,LAX
111,22131.0,DTLA,LAX
112,22207.0,DTLA,LAX
113,22284.0,DTLA,LAX
114,22284.0,DTLA,LAX
115,22388.0,DTLA,LAX
116,22588.0,DTLA,LAX
117,22611.0,DTLA,LAX
118,22731.0,DTLA,LAX
119,22821.0,DTLA,LAX
120,22927.0,DTLA,LAX
121,22937.0,DTLA,LAX
122,22992.0,DTLA,LAX
123,23003.0,DTLA,LAX
124,23005.0,DTLA,LAX
125,23199.0,DTLA,LAX
126,23247.0,DTLA,LAX
127,23273.0,DTLA,LAX
128,23317.0,DTLA,LAX
129,23364.0,DTLA,LAX
130,23430.0,DTLA,LAX
131,23468.0,DTLA,LAX
132,23528.0,DTLA,LAX
133,23582.0,DTLA,LAX
134,23867.0,DTLA,LAX
135,23897.0,DTLA,LAX
136,24093.0,DTLA,LAX
137,24157.0,DTLA,LAX
138,24164.0,DTLA,LAX
139,24168.0,DTLA,LAX
140,24312.0,DTLA,LAX
141,24341.0,DTLA,LAX
142,24439.0,DTLA,LAX
143,24473.0,DTLA,LAX
144,24632.0,DTLA,LAX
145,24772.0,DTLA,LAX
146,24847.0,DTLA,LAX
147,24934.0,DTLA,LAX
148,24969.0,DTLA,LAX
149,25105.0,DTLA,LAX
150,25191.0,DTLA,LAX
151,25191.0,DTLA,LAX
152,25354.0,DTLA,LAX
153,25550.0,DTLA,LAX
154,25576.0,DTLA,LAX
155,25629.0,DTLA,LAX
156,25714.0,DTLA,LAX
157,25731.0,DTLA,LAX
158,25810.0,DTLA,LAX
159,25823.0,DTLA,LAX
160,25867.0,DTLA,LAX
161,25873.0,DTLA,LAX
162,25892.0,DTLA,LAX
163,25980.0,DTLA,LAX
164,25985.0,DTLA,LAX
165,26003.0,DTLA,LAX
166,26032.0,DTLA,LAX
167,26141.0,DTLA,LAX
168,26185.0,DTLA,LAX
169,26250.0,DTLA,LAX
170,26398.0,DTLA,LAX
171,26489.0,DTLA,LAX
172,26522.0,DTLA,LAX
173,26577.0,DTLA,LAX
174,26607.0,DTLA,LAX
175,26640.0,DTLA,LAX
176,26706.0,DTLA,LAX
177,26772.0,DTLA,LAX
178,27047.0,DTLA,LAX
179,27081.0,DTLA,LAX
180,27179.0,DTLA,LAX
181,27304.0,DTLA,LAX
182,27307.0,DTLA,LAX
183,27313.0,DTLA,LAX
184,27352.0,DTLA,LAX
185,27411.0,DTLA,LAX
186,27695.0,DTLA,LAX
187,27773.0,DTLA,LAX
188,27780.0,DTLA,LAX
189,27816.0,DTLA,LAX
190,27819.0,DTLA,LAX
191,27993.0,DTLA,LAX
192,28006.0,DTLA,LAX
193,28032.0,DTLA,LAX
194,28156.0,DTLA,LAX
195,28192.0,DTLA,LAX
196,28588.0,DTLA,LAX
197,28744.0,DTLA,LAX
198,28751.0,DTLA,LAX
199,28938.0,DTLA,LAX
200,29146.0,DTLA,LAX
201,29224.0,DTLA,LAX
202,29262.0,DTLA,LAX
203,29329.0,DTLA,LAX
204,29382.0,DTLA,LAX
205,29546.0,DTLA,LAX
206,29706.0,DTLA,LAX
207,29913.0,DTLA,LAX
208,29991.0,DTLA,LAX
209,30631.0,DTLA,LAX
210,30740.0,DTLA,LAX
211,30868.0,DTLA,LAX
212,31035.0,DTLA,LAX
213,31172.0,DTLA,LAX
214,31270.0,DTLA,LAX
215,31382.0,DTLA,LAX
216,31433.0,DTLA,LAX
217,31686.0,DTLA,LAX
218,31712.0,DTLA,LAX
219,31725.0,DTLA,LAX
220,31743.0,DTLA,LAX
221,31752.0,DTLA,LAX
222,31922.0,DTLA,LAX
223,31953.0,DTLA,LAX
224,31964.0,DTLA,LAX
225,31982.0,DTLA,LAX
226,32132.0,DTLA,LAX
227,32199.0,DTLA,LAX
228,32228.0,DTLA,LAX
229,32384.0,DTLA,LAX
230,32447.0,DTLA,LAX
231,32462.0,DTLA,LAX
232,32462.0,DTLA,LAX
233,32625.0,DTLA,LAX
234,32669.0,DTLA,LAX
235,32754.0,DTLA,LAX
