passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,143.0,DTLA,LAX
1,1801.0,DTLA,LAX
2,1871.0,DTLA,LAX
3,2499.0,DTLA,LAX
4,2814.0,DTLA,LAX
5,8550.0,DTLA,LAX
6,9193.0,DTLA,LAX
7,9340.0,DTLA,LAX
8,9499.0,DTLA,LAX
9,9825.0,DTLA,LAX
10,9916.0,DTLA,LAX
11,10105.0,DTLA,LAX
12,10594.0,DTLA,LAX
13,10822.0,DTLA,LAX
14,11148.0,DTLA,LAX
15,11288.0,DTLA,LAX
16,11318.0,DTLA,LAX
17,11416.0,DTLA,LAX
18,11427.0,DTLA,LAX
19,11454.0,DTLA,LAX
20,11483.0,DTLA,LAX
21,11504.0,DTLA,LAX
22,11727.0,DTLA,LAX
23,11864.0,DTLA,LAX
24,11991.0,DTLA,LAX
25,12171.0,DTLA,LAX
26,12312.0,DTLA,LAX
27,12363.0,DTLA,LAX
28,12386.0,DTLA,LAX
29,12388.0,DTLA,LAX
30,12487.0,DTLA,LAX
31,12504.0,DTLA,LAX
32,12606.0,DTLA,LAX
33,12623.0,DTLA,LAX
34,12623.0,DTLA,LAX
35,12730.0,DTLA,LAX
36,12944.0,DTLA,LAX
37,12982.0,DTLA,LAX
38,13082.0,DTLA,LAX
39,13165.0,DTLA,LAX
40,13199.0,DTLA,LAX
41,13200.0,DTLA,LAX
42,13315.0,DTLA,LAX
43,13400.0,DTLA,LAX
44,13447.0,DTLA,LAX
45,13499.0,DTLA,LAX
46,13581.0,DTLA,LAX
47,13589.0,DTLA,LAX
48,13610.0,DTLA,LAX
49,13643.0,DTLA,LAX
50,13718.0,DTLA,LAX
51,13827.0,DTLA,LAX
52,13854.0,DTLA,LAX
53,13911.0,DTLA,LAX
54,13952.0,DTLA,LAX
55,14080.0,DTLA,LAX
56,14120.0,DTLA,LAX
57,14351.0,DTLA,LAX
58,14469.0,DTLA,LAX
59,14516.0,DTLA,LAX
60,14552.0,DTLA,LAX
61,14789.0,DTLA,LAX
62,14872.0,DTLA,LAX
63,14992.0,DTLA,LAX
64,15008.0,DTLA,LAX
65,15016.0,DTLA,LAX
66,15028.0,DTLA,LAX
67,15080.0,DTLA,LAX
68,15209.0,DTLA,LAX
69,15288.0,DTLA,LAX
70,15311.0,DTLA,LAX
71,15379.0,DTLA,LAX
72,15386.0,DTLA,LAX
73,15443.0,DTLA,LAX
74,15450.0,DTLA,LAX
75,15605.0,DTLA,LAX
76,15711.0,DTLA,LAX
77,15772.0,DTLA,LAX
78,15812.0,DTLA,LAX
79,15826.0,DTLA,LAX
80,15874.0,DTLA,LAX
81,15907.0,DTLA,LAX
82,15985.0,DTLA,LAX
83,16031.0,DTLA,LAX
84,16098.0,DTLA,LAX
85,16109.0,DTLA,LAX
86,16166.0,DTLA,LAX
87,16172.0,DTLA,LAX
88,16312.0,DTLA,LAX
89,16423.0,DTLA,LAX
90,16464.0,DTLA,LAX
91,16537.0,DTLA,LAX
92,16649.0,DTLA,LAX
93,16662.0,DTLA,LAX
94,16703.0,DTLA,LAX
95,16714.0,DTLA,LAX
96,16898.0,DTLA,LAX
97,16963.0,DTLA,LAX
98,16963.0,DTLA,LAX
99,17062.0,DTLA,LAX
100,17064.0,DTLA,LAX
101,17080.0,DTLA,LAX
102,17082.0,DTLA,LAX
103,17210.0,DTLA,LAX
104,17221.0,DTLA,LAX
105,17315.0,DTLA,LAX
106,17378.0,DTLA,LAX
107,17465.0,DTLA,LAX
108,17531.0,DTLA,LAX
109,17595.0,DTLA,LAX
110,17595.0,DTLA,LAX
111,17607.0,DTLA,LAX
112,17655.0,DTLA,LAX
113,17704.0,DTLA,LAX
114,17721.0,DTLA,LAX
115,17757.0,DTLA,LAX
116,17804.0,DTLA,LAX
117,17852.0,DTLA,LAX
118,17884.0,DTLA,LAX
119,17917.0,DTLA,LAX
120,17930.0,DTLA,LAX
121,18048.0,DTLA,LAX
122,18048.0,DTLA,LAX
123,18093.0,DTLA,LAX
124,18112.0,DTLA,LAX
125,18142.0,DTLA,LAX
126,18356.0,DTLA,LAX
127,18361.0,DTLA,LAX
128,18377.0,DTLA,LAX
129,18401.0,DTLA,LAX
130,18443.0,DTLA,LAX
131,18554.0,DTLA,LAX
132,18569.0,DTLA,LAX
133,18620.0,DTLA,LAX
134,18711.0,DTLA,LAX
135,18768.0,DTLA,LAX
136,18819.0,DTLA,LAX
137,18864.0,DTLA,LAX
138,18883.0,DTLA,LAX
139,18902.0,DTLA,LAX
140,18916.0,DTLA,LAX
141,19008.0,DTLA,LAX
142,19037.0,DTLA,LAX
143,19071.0,DTLA,LAX
144,19075.0,DTLA,LAX
145,19076.0,DTLA,LAX
146,19162.0,DTLA,LAX
147,19185.0,DTLA,LAX
148,19241.0,DTLA,LAX
149,19256.0,DTLA,LAX
150,19346.0,DTLA,LAX
151,19352.0,DTLA,LAX
152,19380.0,DTLA,LAX
153,19386.0,DTLA,LAX
154,19398.0,DTLA,LAX
155,19406.0,DTLA,LAX
156,19443.0,DTLA,LAX
157,19654.0,DTLA,LAX
158,19696.0,DTLA,LAX
159,19721.0,DTLA,LAX
160,19765.0,DTLA,LAX
161,19847.0,DTLA,LAX
162,19864.0,DTLA,LAX
163,19923.0,DTLA,LAX
164,19951.0,DTLA,LAX
165,19962.0,DTLA,LAX
166,20010.0,DTLA,LAX
167,20015.0,DTLA,LAX
168,20032.0,DTLA,LAX
169,20093.0,DTLA,LAX
170,20098.0,DTLA,LAX
171,20110.0,DTLA,LAX
172,20245.0,DTLA,LAX
173,20257.0,DTLA,LAX
174,20482.0,DTLA,LAX
175,20544.0,DTLA,LAX
176,20583.0,DTLA,LAX
177,20601.0,DTLA,LAX
178,20608.0,DTLA,LAX
179,20629.0,DTLA,LAX
180,20742.0,DTLA,LAX
181,20838.0,DTLA,LAX
182,20858.0,DTLA,LAX
183,20930.0,DTLA,LAX
184,21041.0,DTLA,LAX
185,21051.0,DTLA,LAX
186,21057.0,DTLA,LAX
187,21065.0,DTLA,LAX
188,21104.0,DTLA,LAX
189,21145.0,DTLA,LAX
190,21151.0,DTLA,LAX
191,21173.0,DTLA,LAX
192,21221.0,DTLA,LAX
193,21253.0,DTLA,LAX
194,21323.0,DTLA,LAX
195,21367.0,DTLA,LAX
196,21715.0,DTLA,LAX
197,21721.0,DTLA,LAX
198,21729.0,DTLA,LAX
199,21761.0,DTLA,LAX
200,21775.0,DTLA,LAX
201,21949.0,DTLA,LAX
202,21961.0,DTLA,LAX
203,21964.0,DTLA,LAX
204,22047.0,DTLA,LAX
205,22051.0,DTLA,LAX
206,22071.0,DTLA,LAX
207,22081.0,DTLA,LAX
208,22172.0,DTLA,LAX
209,22209.0,DTLA,LAX
210,22221.0,DTLA,LAX
211,22226.0,DTLA,LAX
212,22325.0,DTLA,LAX
213,22344.0,DTLA,LAX
214,22545.0,DTLA,LAX
215,22567.0,DTLA,LAX
216,22614.0,DTLA,LAX
