passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,2133.0,DTLA,LAX
1,6609.0,DTLA,LAX
2,10074.0,DTLA,LAX
3,10152.0,DTLA,LAX
4,10592.0,DTLA,LAX
5,11409.0,DTLA,LAX
6,12099.0,DTLA,LAX
7,12388.0,DTLA,LAX
8,12652.0,DTLA,LAX
9,12694.0,DTLA,LAX
10,12765.0,DTLA,LAX
11,12954.0,DTLA,LAX
12,13010.0,DTLA,LAX
13,13371.0,DTLA,LAX
14,13668.0,DTLA,LAX
15,14331.0,DTLA,LAX
16,14735.0,DTLA,LAX
17,14915.0,DTLA,LAX
18,15446.0,DTLA,LAX
19,15483.0,DTLA,LAX
20,15850.0,DTLA,LAX
21,15988.0,DTLA,LAX
22,15997.0,DTLA,LAX
23,16185.0,DTLA,LAX
24,16253.0,DTLA,LAX
25,16404.0,DTLA,LAX
26,16433.0,DTLA,LAX
27,16434.0,DTLA,LAX
28,16658.0,DTLA,LAX
29,16658.0,DTLA,LAX
30,16746.0,DTLA,LAX
31,16866.0,DTLA,LAX
32,16879.0,DTLA,LAX
33,16974.0,DTLA,LAX
34,17233.0,DTLA,LAX
35,17281.0,DTLA,LAX
36,17391.0,DTLA,LAX
37,17566.0,DTLA,LAX
38,17652.0,DTLA,LAX
39,17693.0,DTLA,LAX
40,18338.0,DTLA,LAX
41,18471.0,DTLA,LAX
42,18480.0,DTLA,LAX
43,18711.0,DTLA,LAX
44,18951.0,DTLA,LAX
45,18962.0,DTLA,LAX
46,18991.0,DTLA,LAX
47,19000.0,DTLA,LAX
48,19197.0,DTLA,LAX
49,19318.0,DTLA,LAX
50,19380.0,DTLA,LAX
51,19393.0,DTLA,LAX
52,19622.0,DTLA,LAX
53,19688.0,DTLA,LAX
54,19727.0,DTLA,LAX
55,19933.0,DTLA,LAX
56,19970.0,DTLA,LAX
57,19989.0,DTLA,LAX
58,20052.0,DTLA,LAX
59,20094.0,DTLA,LAX
60,20151.0,DTLA,LAX
61,20427.0,DTLA,LAX
62,20502.0,DTLA,LAX
63,20506.0,DTLA,LAX
64,20557.0,DTLA,LAX
65,20578.0,DTLA,LAX
66,20668.0,DTLA,LAX
67,20697.0,DTLA,LAX
68,21276.0,DTLA,LAX
69,21404.0,DTLA,LAX
70,21452.0,DTLA,LAX
71,21681.0,DTLA,LAX
72,21763.0,DTLA,LAX
73,22175.0,DTLA,LAX
74,22183.0,DTLA,LAX
75,22213.0,DTLA,LAX
76,22261.0,DTLA,LAX
77,22424.0,DTLA,LAX
78,22518.0,DTLA,LAX
79,22545.0,DTLA,LAX
80,22606.0,DTLA,LAX
81,22616.0,DTLA,LAX
82,22644.0,DTLA,LAX
83,22691.0,DTLA,LAX
84,22747.0,DTLA,LAX
85,22748.0,DTLA,LAX
86,22862.0,DTLA,LAX
87,22956.0,DTLA,LAX
88,23022.0,DTLA,LAX
89,23089.0,DTLA,LAX
90,23209.0,DTLA,LAX
91,23224.0,DTLA,LAX
92,23262.0,DTLA,LAX
93,23275.0,DTLA,LAX
94,23352.0,DTLA,LAX
95,23382.0,DTLA,LAX
96,23482.0,DTLA,LAX
