schedule,od
2.7883282978032184,LAX_DTLA
5.589311546978024,LAX_DTLA
12.669077655088586,LAX_DTLA
14.299181287800593,LAX_DTLA
16.22340373796169,LAX_DTLA
17.785667406921448,LAX_DTLA
19.162896017925277,LAX_DTLA
21.82336838741503,LAX_DTLA
26.15499324691973,LAX_DTLA
31.408566502906524,LAX_DTLA
40.84507652131069,LAX_DTLA
46.45081075441858,LAX_DTLA
51.80988486095188,LAX_DTLA
56.67899672373004,LAX_DTLA
57.79774318108795,LAX_DTLA
62.45879556300274,LAX_DTLA
68.03795450727115,LAX_DTLA
77.39742222409075,LAX_DTLA
96.67059565433914,LAX_DTLA
114.4345630678803,LAX_DTLA
127.24949790888472,LAX_DTLA
206.60108739372902,LAX_DTLA
307.94460864354,LAX_DTLA
314.55442866934726,LAX_DTLA
340.04781813643586,LAX_DTLA
355.4258408393471,LAX_DTLA
360.83213248259665,LAX_DTLA
373.25637403671396,LAX_DTLA
378.57230216174594,LAX_DTLA
385.10571304905335,LAX_DTLA
386.21551132753586,LAX_DTLA
387.7487190362187,LAX_DTLA
391.0401223981235,LAX_DTLA
392.3543197970007,LAX_DTLA
392.90868032661587,LAX_DTLA
395.2611439232548,LAX_DTLA
396.6375953910964,LAX_DTLA
398.96588278419307,LAX_DTLA
404.1095081955432,LAX_DTLA
415.292761316723,LAX_DTLA
422.04338321186856,LAX_DTLA
427.0784334202718,LAX_DTLA
432.33112513290604,LAX_DTLA
441.9135922852428,LAX_DTLA
455.4352926060902,LAX_DTLA
457.744508896338,LAX_DTLA
463.31622139967806,LAX_DTLA
465.80201554191154,LAX_DTLA
468.71487583123746,LAX_DTLA
474.38702281863095,LAX_DTLA
476.3205814942174,LAX_DTLA
482.6072493896753,LAX_DTLA
485.52932866711944,LAX_DTLA
490.03316870234255,LAX_DTLA
490.8654522592589,LAX_DTLA
493.36087090353476,LAX_DTLA
495.5038097997999,LAX_DTLA
499.68829106454143,LAX_DTLA
502.16294162167765,LAX_DTLA
506.41221353887323,LAX_DTLA
509.59220832204556,LAX_DTLA
510.892947093129,LAX_DTLA
515.2379323341713,LAX_DTLA
521.0538861713994,LAX_DTLA
525.4700119681912,LAX_DTLA
526.7211770703424,LAX_DTLA
531.7275159090847,LAX_DTLA
538.0578124252409,LAX_DTLA
545.1718364650366,LAX_DTLA
547.143499525128,LAX_DTLA
547.9843522376636,LAX_DTLA
548.1565568424845,LAX_DTLA
549.7711597028834,LAX_DTLA
550.771616052401,LAX_DTLA
555.8869937061031,LAX_DTLA
