schedule,od
25.180544227500164,LAX_DTLA
37.68842124490851,LAX_DTLA
43.938452401023824,LAX_DTLA
39.817542599669736,LAX_DTLA
2.555524297923495,LAX_DTLA
15.934861893443886,LAX_DTLA
14.348865848256258,LAX_DTLA
25.59430726583875,LAX_DTLA
42.555541065133134,LAX_DTLA
8.469399465321834,LAX_DTLA
10.228085662963549,LAX_DTLA
40.446976287670125,LAX_DTLA
17.074708880357157,LAX_DTLA
12.4908191738947,LAX_DTLA
11.667675452761802,LAX_DTLA
6.023214632167628,LAX_DTLA
19.96211585099318,LAX_DTLA
115.70852686209706,LAX_DTLA
88.16020002557012,LAX_DTLA
68.8616116449065,LAX_DTLA
80.9064082213453,LAX_DTLA
64.20248030651885,LAX_DTLA
63.509665457279304,LAX_DTLA
178.2892080440565,LAX_DTLA
259.26074561562945,LAX_DTLA
260.041888700172,LAX_DTLA
340.25831371907054,LAX_DTLA
305.19937627983234,LAX_DTLA
326.5142213869162,LAX_DTLA
318.414194628148,LAX_DTLA
348.90501944138754,LAX_DTLA
334.0148615099057,LAX_DTLA
334.5237044849221,LAX_DTLA
359.986009516483,LAX_DTLA
316.9529318632999,LAX_DTLA
376.1604385488593,LAX_DTLA
362.1266758617649,LAX_DTLA
416.3951306492551,LAX_DTLA
366.5359562952897,LAX_DTLA
360.66642445210636,LAX_DTLA
382.14722758209524,LAX_DTLA
386.74239808792777,LAX_DTLA
405.59395202750494,LAX_DTLA
372.6521809766189,LAX_DTLA
409.8744042059354,LAX_DTLA
406.0892267591909,LAX_DTLA
402.65022668143104,LAX_DTLA
401.79600874306203,LAX_DTLA
383.18491597869104,LAX_DTLA
379.80950817928675,LAX_DTLA
435.48391581821926,LAX_DTLA
444.5583233065516,LAX_DTLA
451.1304918134712,LAX_DTLA
422.58398388074664,LAX_DTLA
476.9259607160297,LAX_DTLA
427.1678724730369,LAX_DTLA
459.93940974689696,LAX_DTLA
465.5689636705591,LAX_DTLA
464.30262732234377,LAX_DTLA
446.4203728578107,LAX_DTLA
454.0348605083275,LAX_DTLA
462.11621114666104,LAX_DTLA
466.40192933189115,LAX_DTLA
449.38109809261067,LAX_DTLA
498.53428794760487,LAX_DTLA
508.8408221921555,LAX_DTLA
509.326537970684,LAX_DTLA
516.6842330281385,LAX_DTLA
497.4445615871807,LAX_DTLA
493.85011578126654,LAX_DTLA
487.47281811758944,LAX_DTLA
490.68403527011606,LAX_DTLA
530.044538184114,LAX_DTLA
483.5478045713295,LAX_DTLA
489.3158005996626,LAX_DTLA
486.27231913770623,LAX_DTLA
581.9289482833393,LAX_DTLA
590.2536172974428,LAX_DTLA
550.1744584517186,LAX_DTLA
562.4469497231391,LAX_DTLA
552.9224842750164,LAX_DTLA
546.995058393906,LAX_DTLA
572.6946245487524,LAX_DTLA
542.7058396731898,LAX_DTLA
590.5205461482926,LAX_DTLA
573.4967398665515,LAX_DTLA
582.7737907920291,LAX_DTLA
579.8005581434485,LAX_DTLA
574.1112841835275,LAX_DTLA
584.6447912092751,LAX_DTLA
571.858474453178,LAX_DTLA
547.0292890186665,LAX_DTLA
585.2940578339347,LAX_DTLA
578.5417419272256,LAX_DTLA
650.1049196841793,LAX_DTLA
635.2473920366635,LAX_DTLA
618.0229821074087,LAX_DTLA
600.606466822752,LAX_DTLA
619.1921835002164,LAX_DTLA
631.1793284466723,LAX_DTLA
636.8596781659558,LAX_DTLA
604.9732473297294,LAX_DTLA
602.5107274778675,LAX_DTLA
636.7154711257621,LAX_DTLA
623.1470147514066,LAX_DTLA
605.6094664569215,LAX_DTLA
650.2445003092241,LAX_DTLA
667.405963841422,LAX_DTLA
718.9723889427872,LAX_DTLA
704.7508153273337,LAX_DTLA
705.7658642959861,LAX_DTLA
719.4852800341745,LAX_DTLA
709.0661813297445,LAX_DTLA
704.2135749134744,LAX_DTLA
710.9740509885653,LAX_DTLA
696.4628107230287,LAX_DTLA
693.9223222882205,LAX_DTLA
694.8606230250604,LAX_DTLA
675.9718659628882,LAX_DTLA
686.6301811599183,LAX_DTLA
693.223667897858,LAX_DTLA
678.6050799405152,LAX_DTLA
679.7438385925307,LAX_DTLA
684.486553357906,LAX_DTLA
690.4589908419579,LAX_DTLA
662.334003597379,LAX_DTLA
743.420482802517,LAX_DTLA
771.1183445910508,LAX_DTLA
749.3888774962693,LAX_DTLA
748.1959353863374,LAX_DTLA
723.0406525439647,LAX_DTLA
758.8082763691443,LAX_DTLA
763.9401237423809,LAX_DTLA
755.7666451588576,LAX_DTLA
730.3291117356401,LAX_DTLA
749.8237571254173,LAX_DTLA
764.7572157213809,LAX_DTLA
778.6673404066822,LAX_DTLA
727.2223841185507,LAX_DTLA
756.5215539540703,LAX_DTLA
769.2306870734844,LAX_DTLA
759.8741226807267,LAX_DTLA
733.1437161650956,LAX_DTLA
775.3172234859352,LAX_DTLA
730.4159801365643,LAX_DTLA
764.5255094360695,LAX_DTLA
721.1546862104937,LAX_DTLA
741.9872171096584,LAX_DTLA
746.0125042794073,LAX_DTLA
828.4882054631008,LAX_DTLA
780.6354824833588,LAX_DTLA
806.1852983691721,LAX_DTLA
806.604807386263,LAX_DTLA
782.619272656493,LAX_DTLA
838.6366714019236,LAX_DTLA
802.0454488057395,LAX_DTLA
837.7892111816201,LAX_DTLA
798.1801124282732,LAX_DTLA
823.1905196323052,LAX_DTLA
822.7804139256962,LAX_DTLA
810.5646920090081,LAX_DTLA
793.7629941878483,LAX_DTLA
801.3063878929198,LAX_DTLA
827.3826782040418,LAX_DTLA
787.4573909577471,LAX_DTLA
812.4649709108672,LAX_DTLA
820.9746130972702,LAX_DTLA
882.4154645002494,LAX_DTLA
853.8865637274612,LAX_DTLA
899.5271990778383,LAX_DTLA
844.4246712922652,LAX_DTLA
858.0539850302323,LAX_DTLA
864.7126907157244,LAX_DTLA
882.8855848598391,LAX_DTLA
867.2074417159308,LAX_DTLA
882.4110133037776,LAX_DTLA
891.0087590895369,LAX_DTLA
849.507099358812,LAX_DTLA
868.7067617091152,LAX_DTLA
852.7051021804028,LAX_DTLA
889.2432563625698,LAX_DTLA
874.5335244509926,LAX_DTLA
897.3808353164048,LAX_DTLA
866.6652782330107,LAX_DTLA
859.1379752098849,LAX_DTLA
869.660327245864,LAX_DTLA
866.6838792162858,LAX_DTLA
855.2298396452376,LAX_DTLA
845.3158775429863,LAX_DTLA
882.8429800092151,LAX_DTLA
892.9106455939702,LAX_DTLA
925.0438450920199,LAX_DTLA
948.2461285567384,LAX_DTLA
936.6610105490074,LAX_DTLA
902.3963134118068,LAX_DTLA
933.9808180074185,LAX_DTLA
917.4087344093354,LAX_DTLA
955.8610346180113,LAX_DTLA
939.4969003565463,LAX_DTLA
910.642842285322,LAX_DTLA
906.5779418535,LAX_DTLA
933.4716073370973,LAX_DTLA
924.3383719442869,LAX_DTLA
905.2314178889317,LAX_DTLA
941.8598036062953,LAX_DTLA
927.8878584745656,LAX_DTLA
922.9810574832636,LAX_DTLA
918.1410587642696,LAX_DTLA
928.2688920962257,LAX_DTLA
950.4533110903095,LAX_DTLA
938.213838385157,LAX_DTLA
946.1075618399964,LAX_DTLA
952.8930746367314,LAX_DTLA
942.4500339805693,LAX_DTLA
971.0261412387304,LAX_DTLA
1004.5706209454709,LAX_DTLA
1005.196203331431,LAX_DTLA
994.0165118911657,LAX_DTLA
1011.655945774341,LAX_DTLA
976.4749129040114,LAX_DTLA
966.0189217961209,LAX_DTLA
1013.1827078850056,LAX_DTLA
995.1718721005594,LAX_DTLA
992.2887522541188,LAX_DTLA
989.0599294803748,LAX_DTLA
966.8166788589697,LAX_DTLA
965.3418120290338,LAX_DTLA
1004.2562421449634,LAX_DTLA
983.784649594556,LAX_DTLA
1001.158720472563,LAX_DTLA
996.1978081784758,LAX_DTLA
1008.3773083549945,LAX_DTLA
997.1182751821426,LAX_DTLA
1005.2344637291096,LAX_DTLA
1006.0595089766,LAX_DTLA
966.1405037449119,LAX_DTLA
981.6709618876431,LAX_DTLA
960.8628128646778,LAX_DTLA
962.7899607077852,LAX_DTLA
996.5962326920063,LAX_DTLA
987.6776407453443,LAX_DTLA
965.9412872051047,LAX_DTLA
1007.2528349263175,LAX_DTLA
966.479830850084,LAX_DTLA
1011.1886159331254,LAX_DTLA
1017.8273887275775,LAX_DTLA
964.409797745587,LAX_DTLA
998.6624061043333,LAX_DTLA
1072.1426255751526,LAX_DTLA
1020.5612415210977,LAX_DTLA
1065.1397618172946,LAX_DTLA
1024.6169361508614,LAX_DTLA
1064.8663700951984,LAX_DTLA
1035.0564617553634,LAX_DTLA
1064.0620031327514,LAX_DTLA
1048.9423085386036,LAX_DTLA
1044.0081423207532,LAX_DTLA
1052.836119270108,LAX_DTLA
1039.0651643575025,LAX_DTLA
1078.07286891159,LAX_DTLA
1035.4709809106657,LAX_DTLA
1069.0129827110125,LAX_DTLA
1036.5396259941863,LAX_DTLA
1052.6395709416536,LAX_DTLA
1032.3245458136134,LAX_DTLA
1030.7376978180812,LAX_DTLA
1076.007382763973,LAX_DTLA
1065.3513768414387,LAX_DTLA
1033.0901026993718,LAX_DTLA
1066.5162113419121,LAX_DTLA
1026.4207956013677,LAX_DTLA
1071.886336521247,LAX_DTLA
1054.5349551828115,LAX_DTLA
1025.0981694187938,LAX_DTLA
1075.5387810374177,LAX_DTLA
1102.850912490048,LAX_DTLA
1137.1737829746228,LAX_DTLA
1127.8316406515348,LAX_DTLA
1083.9613857773456,LAX_DTLA
1118.1377935208811,LAX_DTLA
1109.6764290210715,LAX_DTLA
1105.7556300114793,LAX_DTLA
1094.1427928683936,LAX_DTLA
1130.455254289213,LAX_DTLA
1122.0576504521857,LAX_DTLA
1118.800533434046,LAX_DTLA
1128.4708568820006,LAX_DTLA
1105.9817994601535,LAX_DTLA
1092.0225420887261,LAX_DTLA
1104.8531126662979,LAX_DTLA
1134.5151501788405,LAX_DTLA
1129.476600516656,LAX_DTLA
1112.4671540828904,LAX_DTLA
1092.0789074632455,LAX_DTLA
1108.7767472090807,LAX_DTLA
1116.4607155897647,LAX_DTLA
1132.5285166975102,LAX_DTLA
1139.300903231547,LAX_DTLA
1089.1677083936274,LAX_DTLA
1082.0825794104417,LAX_DTLA
1112.0141017887609,LAX_DTLA
1130.9577457808216,LAX_DTLA
1104.9384980345233,LAX_DTLA
1158.3846302346183,LAX_DTLA
1164.8697571140942,LAX_DTLA
1174.3923779479885,LAX_DTLA
1199.8465978703168,LAX_DTLA
1170.66213150045,LAX_DTLA
1143.5975493736842,LAX_DTLA
1198.671137620727,LAX_DTLA
1144.109372632857,LAX_DTLA
1176.741247792316,LAX_DTLA
1199.1043711889913,LAX_DTLA
1195.6596145069595,LAX_DTLA
1144.8166230387003,LAX_DTLA
1199.6697692183657,LAX_DTLA
1192.380590313026,LAX_DTLA
1186.7943445798448,LAX_DTLA
1146.4100999516281,LAX_DTLA
1182.2496643077484,LAX_DTLA
1154.9049274900476,LAX_DTLA
1150.7063060169214,LAX_DTLA
1165.1126698464338,LAX_DTLA
1166.858262112137,LAX_DTLA
1190.8267807058742,LAX_DTLA
1142.4991698162357,LAX_DTLA
1146.62542907653,LAX_DTLA
1173.5872489382916,LAX_DTLA
1154.9019678083066,LAX_DTLA
1174.1751616673653,LAX_DTLA
1171.1270273666062,LAX_DTLA
1196.4007913194314,LAX_DTLA
1199.703734496188,LAX_DTLA
1220.8231322440558,LAX_DTLA
1223.9484051728691,LAX_DTLA
1211.658150693507,LAX_DTLA
1207.6812037835,LAX_DTLA
1205.0938098330616,LAX_DTLA
1229.0015376482997,LAX_DTLA
1232.0332718229454,LAX_DTLA
1206.2284570828201,LAX_DTLA
1233.3050218633325,LAX_DTLA
1252.2243984868794,LAX_DTLA
1210.605326820646,LAX_DTLA
1244.5085599191584,LAX_DTLA
1203.2445478837153,LAX_DTLA
1208.475093469657,LAX_DTLA
1248.0837862767203,LAX_DTLA
1214.828199581304,LAX_DTLA
1200.284721562487,LAX_DTLA
1203.6389255415925,LAX_DTLA
1203.1811834975776,LAX_DTLA
