passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,53.0,UVS,LAX
1,275.0,PSD,LAX
2,367.0,ANH,LAX
3,565.0,ANH,LAX
4,593.0,HWD,LAX
5,739.0,UVS,LAX
6,1053.0,LGB,LAX
7,1117.0,UVS,LAX
8,1129.0,ANH,LAX
9,1160.0,DTLA,LAX
10,1192.0,HWD,LAX
11,1382.0,LGB,LAX
12,1638.0,PSD,LAX
13,2054.0,DTLA,LAX
14,2060.0,LGB,LAX
15,2108.0,ANH,LAX
16,2141.0,DTLA,LAX
17,2144.0,ANH,LAX
18,2358.0,BVH,LAX
19,2393.0,ANH,LAX
20,2499.0,ANH,LAX
21,2509.0,BVH,LAX
22,2530.0,UVS,LAX
23,2547.0,DTLA,LAX
24,2624.0,BVH,LAX
25,2646.0,ANH,LAX
26,2685.0,LGB,LAX
27,2731.0,LGB,LAX
28,2752.0,LGB,LAX
29,2761.0,DTLA,LAX
30,2764.0,PSD,LAX
31,2802.0,BVH,LAX
32,2909.0,ANH,LAX
33,3217.0,BVH,LAX
34,3464.0,LGB,LAX
35,3670.0,PSD,LAX
36,3746.0,DTLA,LAX
37,3785.0,ANH,LAX
38,3785.0,WDHL,LAX
39,4137.0,DTLA,LAX
40,4253.0,ANH,LAX
41,4640.0,HWD,LAX
42,4751.0,WDHL,LAX
43,5072.0,HWD,LAX
44,5078.0,ANH,LAX
45,5127.0,DTLA,LAX
46,5195.0,ANH,LAX
47,5236.0,ANH,LAX
48,5670.0,LGB,LAX
49,6048.0,LGB,LAX
50,6841.0,ANH,LAX
51,6862.0,LGB,LAX
52,7041.0,PSD,LAX
53,7567.0,WDHL,LAX
54,8241.0,WDHL,LAX
55,8650.0,LGB,LAX
56,9010.0,HWD,LAX
57,9051.0,PSD,LAX
58,9079.0,HWD,LAX
59,9156.0,UVS,LAX
60,9248.0,BVH,LAX
61,9382.0,HWD,LAX
62,9417.0,UVS,LAX
63,9453.0,DTLA,LAX
64,9633.0,WDHL,LAX
65,9642.0,ANH,LAX
66,9751.0,ANH,LAX
67,9844.0,DTLA,LAX
68,9886.0,LGB,LAX
69,9894.0,LGB,LAX
70,9895.0,ANH,LAX
71,9912.0,WDHL,LAX
72,9925.0,UVS,LAX
73,9950.0,WDHL,LAX
74,10184.0,HWD,LAX
75,10204.0,LGB,LAX
76,10260.0,WDHL,LAX
