passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,65.0,DTLA,LAX
1,865.0,DTLA,LAX
2,911.0,DTLA,LAX
3,1172.0,DTLA,LAX
4,1820.0,DTLA,LAX
5,2097.0,DTLA,LAX
6,2707.0,DTLA,LAX
7,3041.0,DTLA,LAX
8,4234.0,DTLA,LAX
9,4409.0,DTLA,LAX
10,6332.0,DTLA,LAX
11,7449.0,DTLA,LAX
12,7743.0,DTLA,LAX
13,8595.0,DTLA,LAX
14,9914.0,DTLA,LAX
15,10357.0,DTLA,LAX
16,10562.0,DTLA,LAX
17,10568.0,DTLA,LAX
18,10844.0,DTLA,LAX
19,11643.0,DTLA,LAX
20,11695.0,DTLA,LAX
21,11989.0,DTLA,LAX
22,12020.0,DTLA,LAX
23,12026.0,DTLA,LAX
24,12145.0,DTLA,LAX
25,12182.0,DTLA,LAX
26,12188.0,DTLA,LAX
27,12231.0,DTLA,LAX
28,12233.0,DTLA,LAX
29,12277.0,DTLA,LAX
30,12334.0,DTLA,LAX
31,12416.0,DTLA,LAX
32,12418.0,DTLA,LAX
33,12539.0,DTLA,LAX
34,12624.0,DTLA,LAX
35,12629.0,DTLA,LAX
36,12660.0,DTLA,LAX
37,12698.0,DTLA,LAX
38,12731.0,DTLA,LAX
39,12769.0,DTLA,LAX
40,12842.0,DTLA,LAX
41,12859.0,DTLA,LAX
42,12944.0,DTLA,LAX
43,13028.0,DTLA,LAX
44,13050.0,DTLA,LAX
45,13069.0,DTLA,LAX
46,13102.0,DTLA,LAX
47,13118.0,DTLA,LAX
48,13153.0,DTLA,LAX
49,13258.0,DTLA,LAX
50,13264.0,DTLA,LAX
51,13411.0,DTLA,LAX
52,13470.0,DTLA,LAX
53,13539.0,DTLA,LAX
54,13542.0,DTLA,LAX
55,13560.0,DTLA,LAX
56,13595.0,DTLA,LAX
57,13613.0,DTLA,LAX
58,13758.0,DTLA,LAX
59,13808.0,DTLA,LAX
60,13883.0,DTLA,LAX
61,13934.0,DTLA,LAX
62,13983.0,DTLA,LAX
63,14060.0,DTLA,LAX
64,14062.0,DTLA,LAX
65,14114.0,DTLA,LAX
66,14123.0,DTLA,LAX
67,14135.0,DTLA,LAX
68,14147.0,DTLA,LAX
69,14157.0,DTLA,LAX
70,14169.0,DTLA,LAX
71,14199.0,DTLA,LAX
72,14216.0,DTLA,LAX
73,14224.0,DTLA,LAX
74,14230.0,DTLA,LAX
75,14237.0,DTLA,LAX
76,14244.0,DTLA,LAX
77,14308.0,DTLA,LAX
78,14309.0,DTLA,LAX
79,14316.0,DTLA,LAX
