passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,165.0,DTLA,LAX
1,625.0,DTLA,LAX
2,855.0,DTLA,LAX
3,1466.0,DTLA,LAX
4,2031.0,DTLA,LAX
5,8763.0,DTLA,LAX
6,9124.0,DTLA,LAX
7,9949.0,DTLA,LAX
8,12261.0,DTLA,LAX
9,13671.0,DTLA,LAX
10,13782.0,DTLA,LAX
11,14240.0,DTLA,LAX
12,14377.0,DTLA,LAX
13,15177.0,DTLA,LAX
14,15321.0,DTLA,LAX
15,15542.0,DTLA,LAX
16,15814.0,DTLA,LAX
17,16018.0,DTLA,LAX
18,16053.0,DTLA,LAX
19,16210.0,DTLA,LAX
20,16773.0,DTLA,LAX
21,16787.0,DTLA,LAX
22,17077.0,DTLA,LAX
23,17320.0,DTLA,LAX
24,17345.0,DTLA,LAX
25,17383.0,DTLA,LAX
26,17398.0,DTLA,LAX
27,17529.0,DTLA,LAX
28,17817.0,DTLA,LAX
29,17820.0,DTLA,LAX
30,18134.0,DTLA,LAX
31,19244.0,DTLA,LAX
32,19327.0,DTLA,LAX
33,19357.0,DTLA,LAX
34,19732.0,DTLA,LAX
35,20056.0,DTLA,LAX
36,20146.0,DTLA,LAX
37,20159.0,DTLA,LAX
38,20272.0,DTLA,LAX
39,20299.0,DTLA,LAX
40,20302.0,DTLA,LAX
41,20363.0,DTLA,LAX
42,20424.0,DTLA,LAX
43,20510.0,DTLA,LAX
44,20582.0,DTLA,LAX
45,20889.0,DTLA,LAX
46,20918.0,DTLA,LAX
47,20974.0,DTLA,LAX
48,21101.0,DTLA,LAX
49,21272.0,DTLA,LAX
50,21334.0,DTLA,LAX
51,21424.0,DTLA,LAX
52,21450.0,DTLA,LAX
53,21736.0,DTLA,LAX
54,22079.0,DTLA,LAX
55,22080.0,DTLA,LAX
56,22082.0,DTLA,LAX
57,22142.0,DTLA,LAX
58,22187.0,DTLA,LAX
59,22247.0,DTLA,LAX
60,22287.0,DTLA,LAX
61,22311.0,DTLA,LAX
62,22361.0,DTLA,LAX
63,22374.0,DTLA,LAX
64,22481.0,DTLA,LAX
65,22510.0,DTLA,LAX
66,22585.0,DTLA,LAX
67,22616.0,DTLA,LAX
68,22670.0,DTLA,LAX
69,22705.0,DTLA,LAX
70,22931.0,DTLA,LAX
71,22975.0,DTLA,LAX
72,23545.0,DTLA,LAX
73,23559.0,DTLA,LAX
74,23609.0,DTLA,LAX
75,23833.0,DTLA,LAX
76,23901.0,DTLA,LAX
77,23919.0,DTLA,LAX
78,23947.0,DTLA,LAX
79,23966.0,DTLA,LAX
80,24045.0,DTLA,LAX
81,24236.0,DTLA,LAX
82,24293.0,DTLA,LAX
83,24304.0,DTLA,LAX
84,24326.0,DTLA,LAX
85,24419.0,DTLA,LAX
86,24472.0,DTLA,LAX
87,24508.0,DTLA,LAX
88,24902.0,DTLA,LAX
89,25150.0,DTLA,LAX
90,25178.0,DTLA,LAX
91,25389.0,DTLA,LAX
92,25394.0,DTLA,LAX
93,25543.0,DTLA,LAX
94,25552.0,DTLA,LAX
95,25621.0,DTLA,LAX
96,25753.0,DTLA,LAX
97,25846.0,DTLA,LAX
98,25885.0,DTLA,LAX
99,25989.0,DTLA,LAX
100,26432.0,DTLA,LAX
101,26473.0,DTLA,LAX
102,26517.0,DTLA,LAX
103,26534.0,DTLA,LAX
104,26716.0,DTLA,LAX
105,26872.0,DTLA,LAX
106,26914.0,DTLA,LAX
107,26923.0,DTLA,LAX
108,26959.0,DTLA,LAX
109,27050.0,DTLA,LAX
110,27058.0,DTLA,LAX
111,27118.0,DTLA,LAX
112,27192.0,DTLA,LAX
113,27200.0,DTLA,LAX
114,27317.0,DTLA,LAX
115,27364.0,DTLA,LAX
116,27614.0,DTLA,LAX
117,27620.0,DTLA,LAX
118,27809.0,DTLA,LAX
119,27877.0,DTLA,LAX
120,27974.0,DTLA,LAX
121,28112.0,DTLA,LAX
122,28124.0,DTLA,LAX
123,28151.0,DTLA,LAX
124,28205.0,DTLA,LAX
125,28308.0,DTLA,LAX
126,28357.0,DTLA,LAX
127,28365.0,DTLA,LAX
128,28367.0,DTLA,LAX
129,28446.0,DTLA,LAX
130,28453.0,DTLA,LAX
131,28662.0,DTLA,LAX
132,28722.0,DTLA,LAX
133,28832.0,DTLA,LAX
134,29006.0,DTLA,LAX
135,29026.0,DTLA,LAX
136,29287.0,DTLA,LAX
137,29305.0,DTLA,LAX
138,29305.0,DTLA,LAX
139,29426.0,DTLA,LAX
140,29804.0,DTLA,LAX
141,29989.0,DTLA,LAX
142,30139.0,DTLA,LAX
143,30188.0,DTLA,LAX
144,30249.0,DTLA,LAX
145,30428.0,DTLA,LAX
146,30520.0,DTLA,LAX
147,30627.0,DTLA,LAX
148,30646.0,DTLA,LAX
149,30839.0,DTLA,LAX
150,30844.0,DTLA,LAX
151,31169.0,DTLA,LAX
152,31323.0,DTLA,LAX
153,31350.0,DTLA,LAX
154,31415.0,DTLA,LAX
155,31621.0,DTLA,LAX
156,31658.0,DTLA,LAX
157,31699.0,DTLA,LAX
158,31709.0,DTLA,LAX
159,31736.0,DTLA,LAX
160,31762.0,DTLA,LAX
161,31773.0,DTLA,LAX
162,31796.0,DTLA,LAX
163,31826.0,DTLA,LAX
164,31860.0,DTLA,LAX
165,31945.0,DTLA,LAX
166,32218.0,DTLA,LAX
167,32238.0,DTLA,LAX
168,32323.0,DTLA,LAX
169,32376.0,DTLA,LAX
170,32395.0,DTLA,LAX
171,32526.0,DTLA,LAX
172,32564.0,DTLA,LAX
173,32619.0,DTLA,LAX
174,32684.0,DTLA,LAX
175,32910.0,DTLA,LAX
176,32940.0,DTLA,LAX
177,33059.0,DTLA,LAX
178,33104.0,DTLA,LAX
179,33277.0,DTLA,LAX
180,33282.0,DTLA,LAX
181,33496.0,DTLA,LAX
182,33511.0,DTLA,LAX
183,33525.0,DTLA,LAX
184,33642.0,DTLA,LAX
185,33708.0,DTLA,LAX
186,33715.0,DTLA,LAX
187,33751.0,DTLA,LAX
188,33884.0,DTLA,LAX
189,34087.0,DTLA,LAX
190,34509.0,DTLA,LAX
191,34575.0,DTLA,LAX
192,34598.0,DTLA,LAX
193,34685.0,DTLA,LAX
194,34759.0,DTLA,LAX
195,34868.0,DTLA,LAX
196,35070.0,DTLA,LAX
197,35076.0,DTLA,LAX
198,35109.0,DTLA,LAX
199,35356.0,DTLA,LAX
200,35379.0,DTLA,LAX
201,35407.0,DTLA,LAX
202,35497.0,DTLA,LAX
203,35502.0,DTLA,LAX
204,35525.0,DTLA,LAX
205,35529.0,DTLA,LAX
206,35550.0,DTLA,LAX
207,35582.0,DTLA,LAX
208,35630.0,DTLA,LAX
209,35709.0,DTLA,LAX
210,35719.0,DTLA,LAX
211,35864.0,DTLA,LAX
212,35940.0,DTLA,LAX
213,36093.0,DTLA,LAX
214,36132.0,DTLA,LAX
215,36195.0,DTLA,LAX
216,36199.0,DTLA,LAX
217,36210.0,DTLA,LAX
218,36239.0,DTLA,LAX
219,36314.0,DTLA,LAX
220,36345.0,DTLA,LAX
221,36381.0,DTLA,LAX
222,36474.0,DTLA,LAX
223,36476.0,DTLA,LAX
224,36515.0,DTLA,LAX
225,36615.0,DTLA,LAX
226,36986.0,DTLA,LAX
227,37046.0,DTLA,LAX
228,37089.0,DTLA,LAX
229,37144.0,DTLA,LAX
230,37516.0,DTLA,LAX
231,37576.0,DTLA,LAX
232,37638.0,DTLA,LAX
233,37662.0,DTLA,LAX
234,37784.0,DTLA,LAX
235,37794.0,DTLA,LAX
236,37913.0,DTLA,LAX
237,37982.0,DTLA,LAX
238,38122.0,DTLA,LAX
239,38271.0,DTLA,LAX
240,38336.0,DTLA,LAX
241,38582.0,DTLA,LAX
242,38658.0,DTLA,LAX
243,38902.0,DTLA,LAX
244,39058.0,DTLA,LAX
