passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
0,9068.0,DTLA,LAX
1,10437.0,DTLA,LAX
2,10516.0,DTLA,LAX
3,10766.0,DTLA,LAX
4,11246.0,DTLA,LAX
5,11526.0,DTLA,LAX
6,11689.0,DTLA,LAX
7,11856.0,DTLA,LAX
8,12263.0,DTLA,LAX
9,12442.0,DTLA,LAX
10,12482.0,DTLA,LAX
11,12539.0,DTLA,LAX
12,12587.0,DTLA,LAX
13,13124.0,DTLA,LAX
14,13259.0,DTLA,LAX
15,13412.0,DTLA,LAX
16,13892.0,DTLA,LAX
17,14036.0,DTLA,LAX
18,14048.0,DTLA,LAX
19,14083.0,DTLA,LAX
20,14184.0,DTLA,LAX
21,14451.0,DTLA,LAX
22,14486.0,DTLA,LAX
23,14591.0,DTLA,LAX
24,14619.0,DTLA,LAX
25,14756.0,DTLA,LAX
26,14784.0,DTLA,LAX
27,14993.0,DTLA,LAX
28,15028.0,DTLA,LAX
29,15095.0,DTLA,LAX
30,15130.0,DTLA,LAX
31,15212.0,DTLA,LAX
32,15266.0,DTLA,LAX
33,15321.0,DTLA,LAX
34,15433.0,DTLA,LAX
35,15436.0,DTLA,LAX
36,15647.0,DTLA,LAX
37,15792.0,DTLA,LAX
38,16169.0,DTLA,LAX
39,16391.0,DTLA,LAX
40,16395.0,DTLA,LAX
41,16512.0,DTLA,LAX
42,16523.0,DTLA,LAX
43,16648.0,DTLA,LAX
44,16776.0,DTLA,LAX
45,16911.0,DTLA,LAX
46,16941.0,DTLA,LAX
47,16976.0,DTLA,LAX
48,17066.0,DTLA,LAX
49,17397.0,DTLA,LAX
50,17413.0,DTLA,LAX
51,17538.0,DTLA,LAX
52,17606.0,DTLA,LAX
53,17801.0,DTLA,LAX
54,17956.0,DTLA,LAX
55,17994.0,DTLA,LAX
56,18078.0,DTLA,LAX
57,18141.0,DTLA,LAX
58,18158.0,DTLA,LAX
59,18230.0,DTLA,LAX
60,18421.0,DTLA,LAX
61,18506.0,DTLA,LAX
62,18582.0,DTLA,LAX
63,18623.0,DTLA,LAX
64,18650.0,DTLA,LAX
65,18655.0,DTLA,LAX
66,18758.0,DTLA,LAX
67,19373.0,DTLA,LAX
68,19470.0,DTLA,LAX
69,19824.0,DTLA,LAX
70,19907.0,DTLA,LAX
71,19936.0,DTLA,LAX
72,20054.0,DTLA,LAX
73,20059.0,DTLA,LAX
74,20173.0,DTLA,LAX
75,20200.0,DTLA,LAX
76,20248.0,DTLA,LAX
77,20268.0,DTLA,LAX
78,20383.0,DTLA,LAX
79,20397.0,DTLA,LAX
80,20405.0,DTLA,LAX
81,20429.0,DTLA,LAX
82,20441.0,DTLA,LAX
83,20472.0,DTLA,LAX
84,20632.0,DTLA,LAX
85,20694.0,DTLA,LAX
86,20713.0,DTLA,LAX
87,20789.0,DTLA,LAX
88,20827.0,DTLA,LAX
89,20924.0,DTLA,LAX
90,21211.0,DTLA,LAX
91,21232.0,DTLA,LAX
92,21266.0,DTLA,LAX
93,21340.0,DTLA,LAX
94,21370.0,DTLA,LAX
95,21523.0,DTLA,LAX
96,21592.0,DTLA,LAX
97,21641.0,DTLA,LAX
98,21690.0,DTLA,LAX
99,21706.0,DTLA,LAX
100,21759.0,DTLA,LAX
101,21764.0,DTLA,LAX
102,21912.0,DTLA,LAX
103,21937.0,DTLA,LAX
104,21953.0,DTLA,LAX
105,22006.0,DTLA,LAX
106,22024.0,DTLA,LAX
107,22037.0,DTLA,LAX
108,22095.0,DTLA,LAX
109,22104.0,DTLA,LAX
110,22131.0,DTLA,LAX
111,22339.0,DTLA,LAX
112,22404.0,DTLA,LAX
113,22686.0,DTLA,LAX
114,22768.0,DTLA,LAX
115,22930.0,DTLA,LAX
116,22942.0,DTLA,LAX
117,22947.0,DTLA,LAX
118,22965.0,DTLA,LAX
119,23154.0,DTLA,LAX
120,23192.0,DTLA,LAX
121,23206.0,DTLA,LAX
122,23244.0,DTLA,LAX
123,23255.0,DTLA,LAX
124,23260.0,DTLA,LAX
125,23282.0,DTLA,LAX
126,23317.0,DTLA,LAX
127,23380.0,DTLA,LAX
128,23462.0,DTLA,LAX
129,23468.0,DTLA,LAX
130,23471.0,DTLA,LAX
131,23544.0,DTLA,LAX
132,23575.0,DTLA,LAX
133,23619.0,DTLA,LAX
134,23798.0,DTLA,LAX
135,23806.0,DTLA,LAX
136,23896.0,DTLA,LAX
137,23904.0,DTLA,LAX
138,23954.0,DTLA,LAX
139,24010.0,DTLA,LAX
140,24041.0,DTLA,LAX
141,24052.0,DTLA,LAX
142,24252.0,DTLA,LAX
143,24317.0,DTLA,LAX
144,24533.0,DTLA,LAX
145,24551.0,DTLA,LAX
146,24919.0,DTLA,LAX
147,24924.0,DTLA,LAX
148,24935.0,DTLA,LAX
149,24962.0,DTLA,LAX
150,24983.0,DTLA,LAX
151,24983.0,DTLA,LAX
152,25157.0,DTLA,LAX
153,25350.0,DTLA,LAX
154,25356.0,DTLA,LAX
155,25384.0,DTLA,LAX
156,25416.0,DTLA,LAX
157,25523.0,DTLA,LAX
158,25569.0,DTLA,LAX
159,25660.0,DTLA,LAX
160,25846.0,DTLA,LAX
161,26053.0,DTLA,LAX
162,26082.0,DTLA,LAX
163,26139.0,DTLA,LAX
164,26163.0,DTLA,LAX
165,26212.0,DTLA,LAX
166,26432.0,DTLA,LAX
167,26457.0,DTLA,LAX
168,26563.0,DTLA,LAX
169,26800.0,DTLA,LAX
170,26875.0,DTLA,LAX
171,26888.0,DTLA,LAX
172,27149.0,DTLA,LAX
173,27153.0,DTLA,LAX
174,27160.0,DTLA,LAX
175,27185.0,DTLA,LAX
176,27198.0,DTLA,LAX
177,27231.0,DTLA,LAX
178,27286.0,DTLA,LAX
179,27449.0,DTLA,LAX
180,27847.0,DTLA,LAX
181,27888.0,DTLA,LAX
182,27899.0,DTLA,LAX
183,28107.0,DTLA,LAX
184,28176.0,DTLA,LAX
185,28273.0,DTLA,LAX
186,28341.0,DTLA,LAX
187,28361.0,DTLA,LAX
188,28402.0,DTLA,LAX
189,28435.0,DTLA,LAX
190,28477.0,DTLA,LAX
191,28612.0,DTLA,LAX
192,28820.0,DTLA,LAX
193,28863.0,DTLA,LAX
194,28893.0,DTLA,LAX
195,29034.0,DTLA,LAX
196,29037.0,DTLA,LAX
197,29131.0,DTLA,LAX
198,29182.0,DTLA,LAX
199,29299.0,DTLA,LAX
200,29311.0,DTLA,LAX
201,29315.0,DTLA,LAX
202,29347.0,DTLA,LAX
203,29535.0,DTLA,LAX
204,29891.0,DTLA,LAX
205,29933.0,DTLA,LAX
206,30025.0,DTLA,LAX
207,30100.0,DTLA,LAX
208,30145.0,DTLA,LAX
209,30197.0,DTLA,LAX
210,30235.0,DTLA,LAX
211,30471.0,DTLA,LAX
212,30498.0,DTLA,LAX
213,30548.0,DTLA,LAX
214,30579.0,DTLA,LAX
215,30679.0,DTLA,LAX
216,30857.0,DTLA,LAX
217,30866.0,DTLA,LAX
218,30905.0,DTLA,LAX
219,31397.0,DTLA,LAX
220,31554.0,DTLA,LAX
221,31623.0,DTLA,LAX
222,31656.0,DTLA,LAX
223,31715.0,DTLA,LAX
224,31844.0,DTLA,LAX
225,32157.0,DTLA,LAX
226,32514.0,DTLA,LAX
227,32656.0,DTLA,LAX
228,32661.0,DTLA,LAX
229,32689.0,DTLA,LAX
