date,hour,flight_distance,flight_time_A_B_rounded,energy_consumption_%_A_B,flight_time_B_A_rounded,energy_consumption_%_B_A
2015-02-16,0,50,20,22.5,20,25.0
2015-02-16,1,50,20,22.5,20,25.0
2015-02-16,2,50,20,22.5,20,25.0
2015-02-16,3,50,20,22.5,20,25.0
2015-02-16,4,50,20,22.5,20,25.0
2015-02-16,5,50,20,22.5,20,25.0
2015-02-16,6,50,20,22.5,20,25.0
2015-02-16,7,50,20,22.5,20,25.0
2015-02-16,8,50,20,22.5,20,25.0
2015-02-16,9,50,20,22.5,20,25.0
2015-02-16,10,50,20,22.5,20,25.0
2015-02-16,11,50,20,22.5,20,25.0
2015-02-16,12,50,20,22.5,20,25.0
2015-02-16,13,50,20,22.5,20,25.0
2015-02-16,14,50,20,22.5,20,25.0
2015-02-16,15,50,20,22.5,20,25.0
2015-02-16,16,50,20,22.5,20,25.0
2015-02-16,17,50,20,22.5,20,25.0
2015-02-16,18,50,20,22.5,20,25.0
2015-02-16,19,50,20,22.5,20,25.0
2015-02-16,20,50,20,22.5,20,25.0
2015-02-16,21,50,20,22.5,20,25.0
2015-02-16,22,50,20,22.5,20,25.0
2015-02-16,23,50,20,22.5,20,25.0
2015-10-30,0,50,15,22.5,25,32.5
2015-10-30,1,50,15,22.5,25,32.5
2015-10-30,2,50,15,22.5,25,32.5
2015-10-30,3,50,15,22.5,25,32.5
2015-10-30,4,50,15,22.5,25,32.5
2015-10-30,5,50,15,22.5,25,32.5
2015-10-30,6,50,15,22.5,25,32.5
2015-10-30,7,50,15,22.5,25,32.5
2015-10-30,8,50,15,22.5,25,32.5
2015-10-30,9,50,15,22.5,25,32.5
2015-10-30,10,50,15,22.5,25,32.5
2015-10-30,11,50,15,22.5,25,30.0
2015-10-30,12,50,15,22.5,25,30.0
2015-10-30,13,50,15,22.5,25,30.0
2015-10-30,14,50,15,22.5,25,30.0
2015-10-30,15,50,15,22.5,25,30.0
2015-10-30,16,50,15,22.5,25,30.0
2015-10-30,17,50,15,22.5,25,30.0
2015-10-30,18,50,15,22.5,25,30.0
2015-10-30,19,50,15,22.5,25,30.0
2015-10-30,20,50,15,22.5,25,30.0
2015-10-30,21,50,15,22.5,25,30.0
2015-10-30,22,50,15,22.5,25,30.0
2015-10-30,23,50,15,22.5,25,30.0
2018-10-03,0,50,25,27.5,20,22.5
2018-10-03,1,50,25,27.5,20,22.5
2018-10-03,2,50,25,27.5,20,22.5
2018-10-03,3,50,25,27.5,20,22.5
2018-10-03,4,50,25,27.5,20,22.5
2018-10-03,5,50,25,27.5,20,22.5
2018-10-03,6,50,25,27.5,20,22.5
2018-10-03,7,50,25,27.5,20,22.5
2018-10-03,8,50,25,27.5,20,22.5
2018-10-03,9,50,25,27.5,20,22.5
2018-10-03,10,50,25,27.5,20,22.5
2018-10-03,11,50,25,27.5,20,22.5
2018-10-03,12,50,25,27.5,20,22.5
2018-10-03,13,50,20,27.5,20,22.5
2018-10-03,14,50,20,25.0,20,22.5
2018-10-03,15,50,20,25.0,20,22.5
2018-10-03,16,50,20,25.0,20,22.5
2018-10-03,17,50,20,25.0,20,22.5
2018-10-03,18,50,20,25.0,20,22.5
2018-10-03,19,50,20,25.0,20,22.5
2018-10-03,20,50,20,25.0,20,22.5
2018-10-03,21,50,20,25.0,20,22.5
2018-10-03,22,50,20,25.0,20,22.5
2018-10-03,23,50,20,25.0,20,22.5
2018-11-03,0,50,20,22.5,25,27.5
2018-11-03,1,50,20,22.5,25,27.5
2018-11-03,2,50,20,22.5,25,27.5
2018-11-03,3,50,20,22.5,25,27.5
2018-11-03,4,50,20,22.5,25,27.5
2018-11-03,5,50,20,22.5,25,27.5
2018-11-03,6,50,20,22.5,25,27.5
2018-11-03,7,50,20,22.5,25,27.5
2018-11-03,8,50,20,22.5,25,27.5
2018-11-03,9,50,20,22.5,25,27.5
2018-11-03,10,50,20,22.5,25,27.5
2018-11-03,11,50,20,22.5,25,30.0
2018-11-03,12,50,15,22.5,25,30.0
2018-11-03,13,50,15,22.5,25,30.0
2018-11-03,14,50,15,22.5,25,30.0
2018-11-03,15,50,15,22.5,25,30.0
2018-11-03,16,50,15,22.5,25,30.0
2018-11-03,17,50,15,22.5,25,30.0
2018-11-03,18,50,15,22.5,25,30.0
2018-11-03,19,50,15,22.5,25,30.0
2018-11-03,20,50,15,22.5,25,30.0
2018-11-03,21,50,15,22.5,25,30.0
2018-11-03,22,50,15,22.5,25,30.0
2018-11-03,23,50,15,22.5,25,30.0
2018-11-20,0,50,20,27.5,20,22.5
2018-11-20,1,50,20,25.0,20,22.5
2018-11-20,2,50,20,25.0,20,22.5
2018-11-20,3,50,20,27.5,20,22.5
2018-11-20,4,50,20,27.5,20,22.5
2018-11-20,5,50,20,27.5,20,22.5
2018-11-20,6,50,25,27.5,20,22.5
2018-11-20,7,50,25,27.5,20,22.5
2018-11-20,8,50,25,27.5,20,22.5
2018-11-20,9,50,25,27.5,20,22.5
2018-11-20,10,50,25,27.5,20,22.5
2018-11-20,11,50,25,27.5,20,22.5
2018-11-20,12,50,25,27.5,20,22.5
2018-11-20,13,50,25,27.5,20,22.5
2018-11-20,14,50,25,27.5,20,22.5
2018-11-20,15,50,25,27.5,20,22.5
2018-11-20,16,50,25,27.5,20,22.5
2018-11-20,17,50,25,27.5,20,22.5
2018-11-20,18,50,25,27.5,20,22.5
2018-11-20,19,50,25,27.5,20,22.5
2018-11-20,20,50,25,27.5,20,22.5
2018-11-20,21,50,25,27.5,20,22.5
