schedule,od
9.61991893188133,LAX_DTLA
13.977760978510332,LAX_DTLA
24.552828992365903,LAX_DTLA
28.14761784330335,LAX_DTLA
32.54660413549277,LAX_DTLA
42.42747369459712,LAX_DTLA
49.01109707293661,LAX_DTLA
58.77607876535292,LAX_DTLA
69.49860419979728,LAX_DTLA
79.68964095284205,LAX_DTLA
90.84742429940401,LAX_DTLA
113.93780283991256,LAX_DTLA
128.48042957196353,LAX_DTLA
169.90523214979223,LAX_DTLA
230.79633397464463,LAX_DTLA
329.07917329294145,LAX_DTLA
369.2535057120944,LAX_DTLA
411.67109815298477,LAX_DTLA
427.20611738691434,LAX_DTLA
441.2368951282895,LAX_DTLA
451.6184095591148,LAX_DTLA
465.0810398977802,LAX_DTLA
469.01126444650276,LAX_DTLA
480.0406245765657,LAX_DTLA
497.458380217162,LAX_DTLA
507.323576106049,LAX_DTLA
523.9900334788495,LAX_DTLA
536.4611011045484,LAX_DTLA
540.3774675358759,LAX_DTLA
548.07696162757,LAX_DTLA
557.3548204241806,LAX_DTLA
562.9423477462277,LAX_DTLA
569.1562908956475,LAX_DTLA
572.0028718077634,LAX_DTLA
576.1043521177819,LAX_DTLA
587.3500239761175,LAX_DTLA
592.9240212091676,LAX_DTLA
606.2836610740968,LAX_DTLA
612.3022984517631,LAX_DTLA
621.2896574791848,LAX_DTLA
628.3734387572403,LAX_DTLA
633.6526768235595,LAX_DTLA
644.2835747340914,LAX_DTLA
651.6738578621271,LAX_DTLA
657.3591293369332,LAX_DTLA
671.8798424961337,LAX_DTLA
676.2888572227104,LAX_DTLA
686.3735602705293,LAX_DTLA
696.4208223458081,LAX_DTLA
711.0545308720497,LAX_DTLA
716.4525482748317,LAX_DTLA
727.0451325357802,LAX_DTLA
738.4480288811761,LAX_DTLA
744.2600422899347,LAX_DTLA
749.7463453560433,LAX_DTLA
766.7356944410899,LAX_DTLA
771.7246509412637,LAX_DTLA
781.9104478822818,LAX_DTLA
792.9003061877994,LAX_DTLA
797.6652880817868,LAX_DTLA
799.4709833210546,LAX_DTLA
801.2083302578966,LAX_DTLA
810.615460385007,LAX_DTLA
831.4243176760277,LAX_DTLA
855.4837017517154,LAX_DTLA
864.3508850701006,LAX_DTLA
878.7920614570311,LAX_DTLA
888.9625430269385,LAX_DTLA
899.2641432668104,LAX_DTLA
908.738207343597,LAX_DTLA
919.4900449951045,LAX_DTLA
931.8948189459741,LAX_DTLA
936.6986869376273,LAX_DTLA
946.9662894177928,LAX_DTLA
953.5406324619116,LAX_DTLA
968.1766790974868,LAX_DTLA
979.9893098402166,LAX_DTLA
988.0190883671274,LAX_DTLA
996.0153448993207,LAX_DTLA
1012.1881191061126,LAX_DTLA
1019.6287596393455,LAX_DTLA
1025.2279333220556,LAX_DTLA
1026.244194492281,LAX_DTLA
1032.68677985478,LAX_DTLA
1041.4203077700863,LAX_DTLA
1053.3382404932956,LAX_DTLA
1056.1566579738153,LAX_DTLA
1066.2915131745074,LAX_DTLA
1079.882200712887,LAX_DTLA
1086.0995124919414,LAX_DTLA
1096.0828637971654,LAX_DTLA
1100.5281795211422,LAX_DTLA
1109.8026408556238,LAX_DTLA
1127.8081449082183,LAX_DTLA
1129.9202897908735,LAX_DTLA
1137.0734050885283,LAX_DTLA
1144.8713627118527,LAX_DTLA
1147.9507857640501,LAX_DTLA
1155.7205932316494,LAX_DTLA
1168.359556725229,LAX_DTLA
1179.3769283241377,LAX_DTLA
1191.0567628606548,LAX_DTLA
1197.7499163919097,LAX_DTLA
1201.1916791902875,LAX_DTLA
1203.3965312103667,LAX_DTLA
1210.381373365102,LAX_DTLA
1218.300632694287,LAX_DTLA
1220.024457411043,LAX_DTLA
1229.1791396525894,LAX_DTLA
1231.2819062932222,LAX_DTLA
1238.5525800708315,LAX_DTLA
1244.9903753761798,LAX_DTLA
1247.847095530227,LAX_DTLA
1251.529797223387,LAX_DTLA
1261.7075730616473,LAX_DTLA
1266.5070981518895,LAX_DTLA
1276.7631304302804,LAX_DTLA
1281.7635628257794,LAX_DTLA
1284.5466818551213,LAX_DTLA
1289.0992662578578,LAX_DTLA
1293.9423458227923,LAX_DTLA
1297.2972790389579,LAX_DTLA
1300.5593683290283,LAX_DTLA
1310.985950285479,LAX_DTLA
1317.3296741709084,LAX_DTLA
1326.2744701670624,LAX_DTLA
1331.9178721227363,LAX_DTLA
1335.093435455054,LAX_DTLA
1339.9293757744244,LAX_DTLA
1350.379724411684,LAX_DTLA
1354.0178416547428,LAX_DTLA
1355.1561082492299,LAX_DTLA
1362.2952597125209,LAX_DTLA
1373.655887767712,LAX_DTLA
1375.5703968924972,LAX_DTLA
1383.164994215265,LAX_DTLA
1388.6028636941742,LAX_DTLA
1396.8651590116901,LAX_DTLA
1399.255403539131,LAX_DTLA
1404.7024288476246,LAX_DTLA
1423.6026948441672,LAX_DTLA
1429.3181705666625,LAX_DTLA
